1STPLAYER;FIREDANCING GK3 Lighting Bezel 7 LED Color Waterproof Mechanical;280000;1.59152634437806
1STPLAYER;FIREROSE MK3 Black Chromatic Breathing LED IPX7 WaterProof Mechanical;450000;2.00706137968495
A4TECH;KBS - 720 / KB-720 SLIM PS2 ( BLACK );92000;1.13199348180337
A4TECH;KBS-720/KB-720 SLIM KEY USB (BLACK);93000;1.13443780554047
A4TECH;KL-5U Multimedia Mini USB;112000;1.18087995654536
A4TECH;KRS - 85 Ps2 NATURAL A ROUNDED EDGE PS2 (BLACK);82000;1.10755024443237
A4TECH;KRS - 85 USB NATURAL A ROUNDED EDGE USB (BLACK);95000;1.13932645301467
A4TECH;X7-G800MU;220000;1.44486692015209
A4TECH;X7-G800V;235000;1.48153177620858
Apple;Keyboard with Numeric Keypad;870000;3.0336773492667
Asus;Cerberus;500000;2.12927756653992
Asus;Strix Tac-Tic Pro;1640000;4.91580662683324
AULA;Pulse Fire (SI-883SUSB) Wired;320000;1.68929929386203
AULA;Wings OF Liberty;470000;2.05594785442694
Bloody;B120 (USB);330000;1.71374253123303
Bloody;B318 USB;435000;1.97039652362846
Bloody;B418;475000;2.06816947311244
Bloody;B540 (Mechanical);965000;3.26588810429115
Bloody;B640 (Infrared Switch Mechanical);1130000;3.66920152091255
Bloody;B740 (White);1280000;4.03585008147746
Bloody;B740A (Silver);1065000;3.51032047800109
Bloody;Q100 (USB);175000;1.33487235198262
Cliptec;RZK-222 Numeric Wireless USB;140000;1.24932102118414
Cooler Master;Novatouch TKL;2560000;7.16458446496469
Cooler Master;Quickfire Rapid I (Blue);1670000;4.98913633894622
Cooler Master;Quickfire TK (Blue);1410000;4.35361216730038
Cooler Master;Quickfire TK (Brown);1410000;4.35361216730038
Cooler Master;Quickfire TK (Red);1410000;4.35361216730038
Cooler Master;Quickfire Ultimate (Blue Switch);1610000;4.84247691472026
Cooler Master;Quickfire Ultimate (Brown Switch);1610000;4.84247691472026
Cooler Master;Quickfire XT Blue;1510000;4.59804454101032
Cooler Master;Quickfire XTi Blue;2060000;5.94242259641499
Cooler Master;Storm MasterKey Pro (S)/TKL brown switch;1620000;4.86692015209125
Corsair;K65 RGB RAPIDFIRE (Cherry MX Speed RGB RGB Backlight);1950000;5.67354698533406
Corsair;K70 LUX RGB (Cherry MX RGB Brown RGB Backlight);2095000;6.02797392721347
Corsair;K70 LUX RGB (Cherry MX RGB Red RGB Backlight);2095000;6.02797392721347
Corsair;K70 Rapidfire Mechanical (Cherry MX Speed Red Backlight);1695000;5.05024443237371
Corsair;K70 RGB Rapidfire Mechanical;2245000;6.39462248777838
Corsair;Raptor K30;795000;2.85035306898425
Corsair;STRAFE (CH-9000088-NA) (Cherry MX Red Red Backlight);1495000;4.56137968495383
Corsair;STRAFE (CH-9000092-NA) (Cherry MX Brown Red Backlight);1495000;4.56137968495383
Corsair;STRAFE RGB (CH-9000094-NA) (Cherry MX RGB Brown RGB Backlight);1895000;5.53910917979359
Corsair;STRAFE RGB (CH-9000227-NA) (Cherry MX RGB Red RGB Backlight);1895000;5.53910917979359
Corsair;STRAFE RGB Silent (Cherry MX RGB Silent RGB Backlight Black Colour);1995000;5.78354155350353
Corsair;Vengeance K55 RGB (Three Zone Dynamic RGB Backlighting);695000;2.60592069527431
Corsair;Vengeance K65 RGB;1800000;5.30689842476915
Corsair;Vengeance K70 RGB ( Cherry MX Brown Switch RGB Backlighting );2095000;6.02797392721347
Corsair;Vengeance K70 RGB ( Cherry MX Red Switch RGB Backlighting );2095000;6.02797392721347
Corsair;Vengeance K95 RGB ( Cherry MX RGB Brown Switch RGB Backlighting );2295000;6.51683867463335
Corsair;Vengeance K95 RGB ( Cherry MX RGB Red Switch RGB Backlighting );2295000;6.51683867463335
Cougar;Membrane 500K;850000;2.98479087452472
Digital Alliance;K1 Meca TKL;435000;1.97039652362846
Digital Alliance;K7 led 3 in 1;230000;1.46931015752309
Digital Alliance;K7331 3 in 1;195000;1.38375882672461
Digital Alliance;K8 iron 7 in 1;260000;1.54263986963607
Digital Alliance;K1 Meca TKL RGB (outemu blue switch);485000;2.09261271048343
Digital Alliance;Meca Z Premium (outemu blue switch);795000;2.85035306898425
Ducky;DK9008P-RUSPHYHT1 - Premiere RED/ Yellow keycaps;1390000;4.30472569255839
Ducky;DK9008P-RUSPHZHB2 - Premiere RED/ CHEESY GREEN keycaps;1390000;4.30472569255839
Ducky;DKON1508S-BUSADAAB1 ONE 108-key Black Frame Cherry MX Brown Switch Blue LED backlit;1470000;4.50027159152634
Ducky;DKON1508S-BUSADABB2 ONE 108-key Blue Frame Cherry MX Brown Switch Blue LED backlit;1470000;4.50027159152634
Ducky;DKON1508S-CUSADAAB1 ONE 108-key Black Frame Cherry MX Blue Switch Blue LED backlit;1470000;4.50027159152634
Ducky;DKON1508S-CUSADABB2 ONE 108-key Blue Frame Cherry MX Blue Switch Blue LED backlit;1470000;4.50027159152634
Ducky;DKON1508S-RUSADAAB1 ONE 108-key Black Frame Cherry MX Red Switch Blue LED backlit;1470000;4.50027159152634
Ducky;DKON1508S-RUSADABB2 ONE 108-key Blue Frame Cherry MX Red Switch Blue LED backlit;1470000;4.50027159152634
Ducky;DKON1508S-RUSADAGW2 ONE 108-key Green Frame Cherry MX Red Switch White LED backlit;1479000;4.52227050516024
Ducky;DKSH1408SD-RUSALWWBR1 Red Switch 108keys Cherry switch Red base White keycaps Dual Blue Red LED;1820000;5.35578489951114
Ducky;DYE SUBLIMATED VERSION DK9008G2Pro-BUSPHU Brown / English / PBT / Dye-Sublimated / gray&white color;1470000;4.50027159152634
Ducky;DYE SUBLIMATED VERSION DK9008G2Pro-RUSPHH Red / English / PBT / Dye-Sublimated / dark gray color;1470000;4.50027159152634
Ducky;DYE SUBLIMATED VERSION DK9008G2Pro-RUSPHS Red / English / PBT / Dye-Sublimated / blue&gray color;1470000;4.50027159152634
Ducky;DYE SUBLIMATED VERSION DK9008G2Pro-RUSPHU Red / English / PBT / Dye-Sublimated / gray&white color;1470000;4.50027159152634
Ducky;Legend DKLE1408S-RUSALASB1 108keys Red Switch Blue LED;1525000;4.63470939706681
Ducky;Legend DKLE1408S-RUSALASWS2 108keys Red switch White LED;1525000;4.63470939706681
Ducky;NT108 KBT-1008-RWW 108-key Black Frame KBT Switch Red Switch ABS Double Shot KeyCaps White LED;1090000;3.57142857142857
Ducky;NT108 KBT-1008-RWW 108-key White Frame KBT Switch Black Switch ABS Double Shot KeyCaps White LED;1090000;3.57142857142857
Ducky;NT108 KBT-1008-RWW 108-key White Frame KBT Switch Blue Switch ABS Double Shot KeyCaps White LED;1090000;3.57142857142857
Ducky;NT108 KBT-1008-RWW 108-key White Frame KBT Switch Brown Switch ABS Double Shot KeyCaps White LED;1090000;3.57142857142857
Ducky;NT108 KBT-1008-RWW 108-key White Frame KBT Switch Red Switch ABS Double Shot KeyCaps White LED;1090000;3.57142857142857
Ducky;ONE DKON1508F-BUSPHZAB1 108keys Black frame Cherry switc Brown switch Blue Gray Keycaps No Led;1505000;4.58582292232482
Ducky;ONE DKON1687-BUSPHZAB1 87-key Black Frame Cherry MX Brown Switch Blue Gray KeyCap No LED;1220000;3.88919065725149
Ducky;S9C3-L108-USALH 108 Keys Grey ABS keycaps Accessories;440000;1.98261814231396
Ducky;S9C3-L108-USALP Shine 2 ABS Keycap setEnglish versionLaser Etched PrintingPink color Accessories;490000;2.10483432916893
Ducky;S9C3-L108-USALV 108 Keys Purple ABS keycaps Accessories;440000;1.98261814231396
Ducky;S9C3-L108-USALW Shine 2 ABS Keycap setEnglish versionLaser Etched PrintingWhite color Accessories;495000;2.11705594785443
Ducky;S9C3-S104-USPSA 108 Keys black PBT side printing keycaps Accessories;445000;1.99483976099946
Ducky;S9C3-S104-USPTA English /PBT Black keycap with Laser Etched(Black on Black engraved) Accessories;600000;2.37370994024986
